row,col,offset_x_m,offset_y_m,lat,lng
-9,-3,-151.55444566227678,-472.5,37.49708029931973,127.037856923771
-9,-2,-90.93266739736606,-472.5,37.49708029931973,127.0385433542626
-9,-1,-30.31088913245535,-472.5,37.49708029931973,127.0392297847542
-9,0,30.31088913245535,-472.5,37.49708029931973,127.03991621524581
-9,1,90.93266739736606,-472.5,37.49708029931973,127.04060264573741
-9,2,151.55444566227675,-472.5,37.49708029931973,127.041289076229
-8,-4,-242.4871130596428,-420.0,37.497552710506426,127.03682727803361
-8,-3,-181.86533479473212,-420.0,37.497552710506426,127.03751370852521
-8,-2,-121.2435565298214,-420.0,37.497552710506426,127.03820013901681
-8,-1,-60.6217782649107,-420.0,37.497552710506426,127.0388865695084
-8,0,0.0,-420.0,37.497552710506426,127.039573
-8,1,60.6217782649107,-420.0,37.497552710506426,127.0402594304916
-8,2,121.2435565298214,-420.0,37.497552710506426,127.0409458609832
-8,3,181.86533479473212,-420.0,37.497552710506426,127.0416322914748
-8,4,242.4871130596428,-420.0,37.497552710506426,127.0423187219664
-7,-6,-333.41978045700887,-367.5,37.49802512169312,127.03579763229621
-7,-5,-272.7980021920981,-367.5,37.49802512169312,127.0364840627878
-7,-4,-212.17622392718746,-367.5,37.49802512169312,127.0371704932794
-7,-3,-151.55444566227678,-367.5,37.49802512169312,127.037856923771
-7,-2,-90.93266739736606,-367.5,37.49802512169312,127.0385433542626
-7,-1,-30.31088913245535,-367.5,37.49802512169312,127.0392297847542
-7,0,30.31088913245535,-367.5,37.49802512169312,127.03991621524581
-7,1,90.93266739736606,-367.5,37.49802512169312,127.04060264573741
-7,2,151.55444566227675,-367.5,37.49802512169312,127.041289076229
-7,3,212.17622392718746,-367.5,37.49802512169312,127.0419755067206
-7,4,272.7980021920982,-367.5,37.49802512169312,127.0426619372122
-7,5,333.41978045700887,-367.5,37.49802512169312,127.0433483677038
-6,-6,-363.73066958946424,-315.0,37.49849753287982,127.03545441705042
-6,-5,-303.1088913245535,-315.0,37.49849753287982,127.03614084754201
-6,-4,-242.4871130596428,-315.0,37.49849753287982,127.03682727803361
-6,-3,-181.86533479473212,-315.0,37.49849753287982,127.03751370852521
-6,-2,-121.2435565298214,-315.0,37.49849753287982,127.03820013901681
-6,-1,-60.6217782649107,-315.0,37.49849753287982,127.0388865695084
-6,0,0.0,-315.0,37.49849753287982,127.039573
-6,1,60.6217782649107,-315.0,37.49849753287982,127.0402594304916
-6,2,121.2435565298214,-315.0,37.49849753287982,127.0409458609832
-6,3,181.86533479473212,-315.0,37.49849753287982,127.0416322914748
-6,4,242.4871130596428,-315.0,37.49849753287982,127.0423187219664
-6,5,303.1088913245535,-315.0,37.49849753287982,127.043005152458
-6,6,363.73066958946424,-315.0,37.49849753287982,127.04369158294959
-5,-7,-394.04155872191956,-262.5,37.498969944066516,127.03511120180461
-5,-6,-333.41978045700887,-262.5,37.498969944066516,127.03579763229621
-5,-5,-272.7980021920981,-262.5,37.498969944066516,127.0364840627878
-5,-4,-212.17622392718746,-262.5,37.498969944066516,127.0371704932794
-5,-3,-151.55444566227678,-262.5,37.498969944066516,127.037856923771
-5,-2,-90.93266739736606,-262.5,37.498969944066516,127.0385433542626
-5,-1,-30.31088913245535,-262.5,37.498969944066516,127.0392297847542
-5,0,30.31088913245535,-262.5,37.498969944066516,127.03991621524581
-5,1,90.93266739736606,-262.5,37.498969944066516,127.04060264573741
-5,2,151.55444566227675,-262.5,37.498969944066516,127.041289076229
-5,3,212.17622392718746,-262.5,37.498969944066516,127.0419755067206
-5,4,272.7980021920982,-262.5,37.498969944066516,127.0426619372122
-5,5,333.41978045700887,-262.5,37.498969944066516,127.0433483677038
-5,6,394.0415587219196,-262.5,37.498969944066516,127.0440347981954
-4,-7,-424.35244785437493,-210.0,37.49944235525321,127.03476798655882
-4,-6,-363.73066958946424,-210.0,37.49944235525321,127.03545441705042
-4,-5,-303.1088913245535,-210.0,37.49944235525321,127.03614084754201
-4,-4,-242.4871130596428,-210.0,37.49944235525321,127.03682727803361
-4,-3,-181.86533479473212,-210.0,37.49944235525321,127.03751370852521
-4,-2,-121.2435565298214,-210.0,37.49944235525321,127.03820013901681
-4,-1,-60.6217782649107,-210.0,37.49944235525321,127.0388865695084
-4,0,0.0,-210.0,37.49944235525321,127.039573
-4,1,60.6217782649107,-210.0,37.49944235525321,127.0402594304916
-4,2,121.2435565298214,-210.0,37.49944235525321,127.0409458609832
-4,3,181.86533479473212,-210.0,37.49944235525321,127.0416322914748
-4,4,242.4871130596428,-210.0,37.49944235525321,127.0423187219664
-4,5,303.1088913245535,-210.0,37.49944235525321,127.043005152458
-4,6,363.73066958946424,-210.0,37.49944235525321,127.04369158294959
-4,7,424.35244785437493,-210.0,37.49944235525321,127.04437801344119
-3,-8,-454.66333698683025,-157.5,37.49991476643991,127.03442477131301
-3,-7,-394.04155872191956,-157.5,37.49991476643991,127.03511120180461
-3,-6,-333.41978045700887,-157.5,37.49991476643991,127.03579763229621
-3,-5,-272.7980021920981,-157.5,37.49991476643991,127.0364840627878
-3,-4,-212.17622392718746,-157.5,37.49991476643991,127.0371704932794
-3,-3,-151.55444566227678,-157.5,37.49991476643991,127.037856923771
-3,-2,-90.93266739736606,-157.5,37.49991476643991,127.0385433542626
-3,-1,-30.31088913245535,-157.5,37.49991476643991,127.0392297847542
-3,0,30.31088913245535,-157.5,37.49991476643991,127.03991621524581
-3,1,90.93266739736606,-157.5,37.49991476643991,127.04060264573741
-3,2,151.55444566227675,-157.5,37.49991476643991,127.041289076229
-3,3,212.17622392718746,-157.5,37.49991476643991,127.0419755067206
-3,4,272.7980021920982,-157.5,37.49991476643991,127.0426619372122
-3,5,333.41978045700887,-157.5,37.49991476643991,127.0433483677038
-3,6,394.0415587219196,-157.5,37.49991476643991,127.0440347981954
-3,7,454.6633369868303,-157.5,37.49991476643991,127.044721228687
-2,-8,-484.9742261192856,-105.0,37.50038717762661,127.03408155606722
-2,-7,-424.35244785437493,-105.0,37.50038717762661,127.03476798655882
-2,-6,-363.73066958946424,-105.0,37.50038717762661,127.03545441705042
-2,-5,-303.1088913245535,-105.0,37.50038717762661,127.03614084754201
-2,-4,-242.4871130596428,-105.0,37.50038717762661,127.03682727803361
-2,-3,-181.86533479473212,-105.0,37.50038717762661,127.03751370852521
-2,-2,-121.2435565298214,-105.0,37.50038717762661,127.03820013901681
-2,-1,-60.6217782649107,-105.0,37.50038717762661,127.0388865695084
-2,0,0.0,-105.0,37.50038717762661,127.039573
-2,1,60.6217782649107,-105.0,37.50038717762661,127.0402594304916
-2,2,121.2435565298214,-105.0,37.50038717762661,127.0409458609832
-2,3,181.86533479473212,-105.0,37.50038717762661,127.0416322914748
-2,4,242.4871130596428,-105.0,37.50038717762661,127.0423187219664
-2,5,303.1088913245535,-105.0,37.50038717762661,127.043005152458
-2,6,363.73066958946424,-105.0,37.50038717762661,127.04369158294959
-2,7,424.35244785437493,-105.0,37.50038717762661,127.04437801344119
-2,8,484.9742261192856,-105.0,37.50038717762661,127.04506444393279
-1,-8,-454.66333698683025,-52.5,37.5008595888133,127.03442477131301
-1,-7,-394.04155872191956,-52.5,37.5008595888133,127.03511120180461
-1,-6,-333.41978045700887,-52.5,37.5008595888133,127.03579763229621
-1,-5,-272.7980021920981,-52.5,37.5008595888133,127.0364840627878
-1,-4,-212.17622392718746,-52.5,37.5008595888133,127.0371704932794
-1,-3,-151.55444566227678,-52.5,37.5008595888133,127.037856923771
-1,-2,-90.93266739736606,-52.5,37.5008595888133,127.0385433542626
-1,-1,-30.31088913245535,-52.5,37.5008595888133,127.0392297847542
-1,0,30.31088913245535,-52.5,37.5008595888133,127.03991621524581
-1,1,90.93266739736606,-52.5,37.5008595888133,127.04060264573741
-1,2,151.55444566227675,-52.5,37.5008595888133,127.041289076229
-1,3,212.17622392718746,-52.5,37.5008595888133,127.0419755067206
-1,4,272.7980021920982,-52.5,37.5008595888133,127.0426619372122
-1,5,333.41978045700887,-52.5,37.5008595888133,127.0433483677038
-1,6,394.0415587219196,-52.5,37.5008595888133,127.0440347981954
-1,7,454.6633369868303,-52.5,37.5008595888133,127.044721228687
0,-8,-484.9742261192856,0.0,37.501332,127.03408155606722
0,-7,-424.35244785437493,0.0,37.501332,127.03476798655882
0,-6,-363.73066958946424,0.0,37.501332,127.03545441705042
0,-5,-303.1088913245535,0.0,37.501332,127.03614084754201
0,-4,-242.4871130596428,0.0,37.501332,127.03682727803361
0,-3,-181.86533479473212,0.0,37.501332,127.03751370852521
0,-2,-121.2435565298214,0.0,37.501332,127.03820013901681
0,-1,-60.6217782649107,0.0,37.501332,127.0388865695084
0,0,0.0,0.0,37.501332,127.039573
0,1,60.6217782649107,0.0,37.501332,127.0402594304916
0,2,121.2435565298214,0.0,37.501332,127.0409458609832
0,3,181.86533479473212,0.0,37.501332,127.0416322914748
0,4,242.4871130596428,0.0,37.501332,127.0423187219664
0,5,303.1088913245535,0.0,37.501332,127.043005152458
0,6,363.73066958946424,0.0,37.501332,127.04369158294959
0,7,424.35244785437493,0.0,37.501332,127.04437801344119
0,8,484.9742261192856,0.0,37.501332,127.04506444393279
1,-8,-454.66333698683025,52.5,37.5018044111867,127.03442477131301
1,-7,-394.04155872191956,52.5,37.5018044111867,127.03511120180461
1,-6,-333.41978045700887,52.5,37.5018044111867,127.03579763229621
1,-5,-272.7980021920981,52.5,37.5018044111867,127.0364840627878
1,-4,-212.17622392718746,52.5,37.5018044111867,127.0371704932794
1,-3,-151.55444566227678,52.5,37.5018044111867,127.037856923771
1,-2,-90.93266739736606,52.5,37.5018044111867,127.0385433542626
1,-1,-30.31088913245535,52.5,37.5018044111867,127.0392297847542
1,0,30.31088913245535,52.5,37.5018044111867,127.03991621524581
1,1,90.93266739736606,52.5,37.5018044111867,127.04060264573741
1,2,151.55444566227675,52.5,37.5018044111867,127.041289076229
1,3,212.17622392718746,52.5,37.5018044111867,127.0419755067206
1,4,272.7980021920982,52.5,37.5018044111867,127.0426619372122
1,5,333.41978045700887,52.5,37.5018044111867,127.0433483677038
1,6,394.0415587219196,52.5,37.5018044111867,127.0440347981954
1,7,454.6633369868303,52.5,37.5018044111867,127.044721228687
2,-8,-484.9742261192856,105.0,37.50227682237339,127.03408155606722
2,-7,-424.35244785437493,105.0,37.50227682237339,127.03476798655882
2,-6,-363.73066958946424,105.0,37.50227682237339,127.03545441705042
2,-5,-303.1088913245535,105.0,37.50227682237339,127.03614084754201
2,-4,-242.4871130596428,105.0,37.50227682237339,127.03682727803361
2,-3,-181.86533479473212,105.0,37.50227682237339,127.03751370852521
2,-2,-121.2435565298214,105.0,37.50227682237339,127.03820013901681
2,-1,-60.6217782649107,105.0,37.50227682237339,127.0388865695084
2,0,0.0,105.0,37.50227682237339,127.039573
2,1,60.6217782649107,105.0,37.50227682237339,127.0402594304916
2,2,121.2435565298214,105.0,37.50227682237339,127.0409458609832
2,3,181.86533479473212,105.0,37.50227682237339,127.0416322914748
2,4,242.4871130596428,105.0,37.50227682237339,127.0423187219664
2,5,303.1088913245535,105.0,37.50227682237339,127.043005152458
2,6,363.73066958946424,105.0,37.50227682237339,127.04369158294959
2,7,424.35244785437493,105.0,37.50227682237339,127.04437801344119
2,8,484.9742261192856,105.0,37.50227682237339,127.04506444393279
3,-8,-454.66333698683025,157.5,37.50274923356009,127.03442477131301
3,-7,-394.04155872191956,157.5,37.50274923356009,127.03511120180461
3,-6,-333.41978045700887,157.5,37.50274923356009,127.03579763229621
3,-5,-272.7980021920981,157.5,37.50274923356009,127.0364840627878
3,-4,-212.17622392718746,157.5,37.50274923356009,127.0371704932794
3,-3,-151.55444566227678,157.5,37.50274923356009,127.037856923771
3,-2,-90.93266739736606,157.5,37.50274923356009,127.0385433542626
3,-1,-30.31088913245535,157.5,37.50274923356009,127.0392297847542
3,0,30.31088913245535,157.5,37.50274923356009,127.03991621524581
3,1,90.93266739736606,157.5,37.50274923356009,127.04060264573741
3,2,151.55444566227675,157.5,37.50274923356009,127.041289076229
3,3,212.17622392718746,157.5,37.50274923356009,127.0419755067206
3,4,272.7980021920982,157.5,37.50274923356009,127.0426619372122
3,5,333.41978045700887,157.5,37.50274923356009,127.0433483677038
3,6,394.0415587219196,157.5,37.50274923356009,127.0440347981954
3,7,454.6633369868303,157.5,37.50274923356009,127.044721228687
4,-7,-424.35244785437493,210.0,37.50322164474679,127.03476798655882
4,-6,-363.73066958946424,210.0,37.50322164474679,127.03545441705042
4,-5,-303.1088913245535,210.0,37.50322164474679,127.03614084754201
4,-4,-242.4871130596428,210.0,37.50322164474679,127.03682727803361
4,-3,-181.86533479473212,210.0,37.50322164474679,127.03751370852521
4,-2,-121.2435565298214,210.0,37.50322164474679,127.03820013901681
4,-1,-60.6217782649107,210.0,37.50322164474679,127.0388865695084
4,0,0.0,210.0,37.50322164474679,127.039573
4,1,60.6217782649107,210.0,37.50322164474679,127.0402594304916
4,2,121.2435565298214,210.0,37.50322164474679,127.0409458609832
4,3,181.86533479473212,210.0,37.50322164474679,127.0416322914748
4,4,242.4871130596428,210.0,37.50322164474679,127.0423187219664
4,5,303.1088913245535,210.0,37.50322164474679,127.043005152458
4,6,363.73066958946424,210.0,37.50322164474679,127.04369158294959
4,7,424.35244785437493,210.0,37.50322164474679,127.04437801344119
5,-7,-394.04155872191956,262.5,37.50369405593348,127.03511120180461
5,-6,-333.41978045700887,262.5,37.50369405593348,127.03579763229621
5,-5,-272.7980021920981,262.5,37.50369405593348,127.0364840627878
5,-4,-212.17622392718746,262.5,37.50369405593348,127.0371704932794
5,-3,-151.55444566227678,262.5,37.50369405593348,127.037856923771
5,-2,-90.93266739736606,262.5,37.50369405593348,127.0385433542626
5,-1,-30.31088913245535,262.5,37.50369405593348,127.0392297847542
5,0,30.31088913245535,262.5,37.50369405593348,127.03991621524581
5,1,90.93266739736606,262.5,37.50369405593348,127.04060264573741
5,2,151.55444566227675,262.5,37.50369405593348,127.041289076229
5,3,212.17622392718746,262.5,37.50369405593348,127.0419755067206
5,4,272.7980021920982,262.5,37.50369405593348,127.0426619372122
5,5,333.41978045700887,262.5,37.50369405593348,127.0433483677038
5,6,394.0415587219196,262.5,37.50369405593348,127.0440347981954
6,-6,-363.73066958946424,315.0,37.50416646712018,127.03545441705042
6,-5,-303.1088913245535,315.0,37.50416646712018,127.03614084754201
6,-4,-242.4871130596428,315.0,37.50416646712018,127.03682727803361
6,-3,-181.86533479473212,315.0,37.50416646712018,127.03751370852521
6,-2,-121.2435565298214,315.0,37.50416646712018,127.03820013901681
6,-1,-60.6217782649107,315.0,37.50416646712018,127.0388865695084
6,0,0.0,315.0,37.50416646712018,127.039573
6,1,60.6217782649107,315.0,37.50416646712018,127.0402594304916
6,2,121.2435565298214,315.0,37.50416646712018,127.0409458609832
6,3,181.86533479473212,315.0,37.50416646712018,127.0416322914748
6,4,242.4871130596428,315.0,37.50416646712018,127.0423187219664
6,5,303.1088913245535,315.0,37.50416646712018,127.043005152458
6,6,363.73066958946424,315.0,37.50416646712018,127.04369158294959
7,-6,-333.41978045700887,367.5,37.50463887830688,127.03579763229621
7,-5,-272.7980021920981,367.5,37.50463887830688,127.0364840627878
7,-4,-212.17622392718746,367.5,37.50463887830688,127.0371704932794
7,-3,-151.55444566227678,367.5,37.50463887830688,127.037856923771
7,-2,-90.93266739736606,367.5,37.50463887830688,127.0385433542626
7,-1,-30.31088913245535,367.5,37.50463887830688,127.0392297847542
7,0,30.31088913245535,367.5,37.50463887830688,127.03991621524581
7,1,90.93266739736606,367.5,37.50463887830688,127.04060264573741
7,2,151.55444566227675,367.5,37.50463887830688,127.041289076229
7,3,212.17622392718746,367.5,37.50463887830688,127.0419755067206
7,4,272.7980021920982,367.5,37.50463887830688,127.0426619372122
7,5,333.41978045700887,367.5,37.50463887830688,127.0433483677038
8,-4,-242.4871130596428,420.0,37.50511128949357,127.03682727803361
8,-3,-181.86533479473212,420.0,37.50511128949357,127.03751370852521
8,-2,-121.2435565298214,420.0,37.50511128949357,127.03820013901681
8,-1,-60.6217782649107,420.0,37.50511128949357,127.0388865695084
8,0,0.0,420.0,37.50511128949357,127.039573
8,1,60.6217782649107,420.0,37.50511128949357,127.0402594304916
8,2,121.2435565298214,420.0,37.50511128949357,127.0409458609832
8,3,181.86533479473212,420.0,37.50511128949357,127.0416322914748
8,4,242.4871130596428,420.0,37.50511128949357,127.0423187219664
9,-3,-151.55444566227678,472.5,37.50558370068027,127.037856923771
9,-2,-90.93266739736606,472.5,37.50558370068027,127.0385433542626
9,-1,-30.31088913245535,472.5,37.50558370068027,127.0392297847542
9,0,30.31088913245535,472.5,37.50558370068027,127.03991621524581
9,1,90.93266739736606,472.5,37.50558370068027,127.04060264573741
9,2,151.55444566227675,472.5,37.50558370068027,127.041289076229
